id_strati_homogene,id_anneau,gamma_h[kN/m3],E_M[MPa],alpha[],c'[kPa],phi'[°],K0[]
496,496,20.098,31.642,0.436,12.7,28.49,0.536
497,497,20.089,31.6,0.436,12.675,28.487,0.536
498,498,20.081,31.558,0.436,12.65,28.484,0.536
499,499,20.072,31.516,0.436,12.625,28.48,0.536
500,500,20.064,31.474,0.435,12.6,28.477,0.536
501,501,20.055,31.432,0.435,12.576,28.474,0.535
502,502,20.047,31.39,0.435,12.552,28.471,0.535
503,503,20.038,31.348,0.435,12.528,28.467,0.535
504,504,20.03,31.306,0.435,12.504,28.464,0.535
505,505,20.021,31.264,0.435,12.48,28.46,0.535
506,506,20.013,31.222,0.434,12.457,28.457,0.535
507,507,20.005,31.18,0.434,12.434,28.453,0.534
508,508,19.996,31.138,0.434,12.411,28.449,0.534
509,509,19.988,31.097,0.434,12.389,28.445,0.534
510,510,19.98,31.055,0.434,12.367,28.442,0.534
511,511,19.972,31.014,0.434,12.345,28.438,0.534
512,512,19.964,30.973,0.433,12.324,28.433,0.534
513,513,19.956,30.933,0.433,12.303,28.429,0.533
514,514,19.948,30.892,0.433,12.282,28.425,0.533
515,515,19.94,30.852,0.433,12.262,28.421,0.533
516,516,19.932,30.812,0.433,12.242,28.416,0.533
517,517,19.924,30.772,0.433,12.223,28.411,0.533
518,518,19.916,30.733,0.433,12.204,28.407,0.533
519,519,19.908,30.694,0.433,12.185,28.402,0.532
520,520,19.9,30.656,0.433,12.167,28.397,0.532
521,521,19.893,30.618,0.432,12.15,28.392,0.532
522,522,19.885,30.58,0.432,12.133,28.386,0.532
523,523,19.877,30.543,0.432,12.116,28.381,0.532
524,524,19.87,30.506,0.432,12.1,28.375,0.532
525,525,19.862,30.47,0.432,12.085,28.37,0.531
526,526,19.855,30.434,0.432,12.07,28.364,0.531
527,527,19.848,30.399,0.432,12.056,28.358,0.531
528,528,19.841,30.364,0.432,12.042,28.352,0.531
529,529,19.833,30.33,0.432,12.029,28.345,0.531
530,530,19.826,30.297,0.432,12.016,28.339,0.531
531,531,19.819,30.264,0.432,12.004,28.332,0.53
532,532,19.812,30.232,0.432,11.993,28.326,0.53
533,533,19.805,30.2,0.432,11.982,28.319,0.53
534,534,19.799,30.17,0.431,11.972,28.311,0.53
535,535,19.792,30.14,0.431,11.963,28.304,0.53
536,536,19.785,30.11,0.431,11.954,28.297,0.53
537,537,19.779,30.082,0.431,11.946,28.289,0.529
538,538,19.772,30.054,0.431,11.939,28.281,0.529
539,539,19.766,30.027,0.431,11.932,28.273,0.529
540,540,19.759,30.0,0.431,11.926,28.265,0.529
541,541,19.753,29.975,0.431,11.921,28.256,0.529
542,542,19.747,29.95,0.431,11.917,28.248,0.529
543,543,19.741,29.926,0.431,11.913,28.239,0.529
544,544,19.735,29.903,0.431,11.91,28.23,0.528
545,545,19.729,29.881,0.432,11.908,28.221,0.528
546,546,19.723,29.86,0.432,11.906,28.211,0.528
547,547,19.717,29.84,0.432,11.906,28.202,0.528
548,548,19.711,29.821,0.432,11.906,28.192,0.528
549,549,19.706,29.802,0.432,11.907,28.182,0.528
550,550,19.7,29.785,0.432,11.908,28.172,0.528
551,551,19.695,29.768,0.432,11.911,28.161,0.527
552,552,19.689,29.753,0.432,11.914,28.151,0.527
553,553,19.684,29.738,0.432,11.918,28.14,0.527
554,554,19.679,29.725,0.432,11.923,28.129,0.527
555,555,19.674,29.712,0.432,11.928,28.118,0.527
556,556,19.669,29.701,0.432,11.934,28.106,0.527
557,557,19.664,29.69,0.432,11.941,28.095,0.527
558,558,19.659,29.681,0.433,11.949,28.083,0.526
559,559,19.654,29.672,0.433,11.958,28.071,0.526
560,560,19.65,29.665,0.433,11.968,28.058,0.526
561,561,19.645,29.658,0.433,11.978,28.046,0.526
562,562,19.64,29.653,0.433,11.989,28.033,0.526
563,563,19.636,29.649,0.433,12.001,28.021,0.526
564,564,19.632,29.646,0.434,12.014,28.008,0.526
565,565,19.627,29.643,0.434,12.027,27.994,0.526
566,566,19.623,29.642,0.434,12.041,27.981,0.525
567,567,19.619,29.642,0.434,12.056,27.967,0.525
568,568,19.615,29.643,0.434,12.072,27.954,0.525
569,569,19.611,29.645,0.434,12.088,27.94,0.525
570,570,19.607,29.649,0.435,12.106,27.925,0.525
571,571,19.604,29.653,0.435,12.124,27.911,0.525
572,572,19.6,29.658,0.435,12.143,27.896,0.525
573,573,19.596,29.664,0.435,12.162,27.882,0.525
574,574,19.593,29.672,0.436,12.182,27.867,0.525
575,575,19.589,29.68,0.436,12.203,27.852,0.524
576,576,19.586,29.69,0.436,12.225,27.836,0.524
577,577,19.583,29.7,0.436,12.247,27.821,0.524
578,578,19.58,29.712,0.437,12.27,27.805,0.524
579,579,19.576,29.724,0.437,12.294,27.79,0.524
580,580,19.573,29.738,0.437,12.318,27.774,0.524
581,581,19.57,29.752,0.438,12.343,27.757,0.524
582,582,19.567,29.768,0.438,12.369,27.741,0.524
583,583,19.564,29.784,0.438,12.395,27.725,0.524
584,584,19.562,29.802,0.438,12.422,27.708,0.524
585,585,19.559,29.82,0.439,12.449,27.691,0.524
586,586,19.556,29.839,0.439,12.477,27.674,0.523
587,587,19.554,29.86,0.439,12.506,27.657,0.523
588,588,19.551,29.881,0.44,12.535,27.64,0.523
589,589,19.549,29.903,0.44,12.565,27.623,0.523
590,590,19.546,29.926,0.44,12.595,27.605,0.523
591,591,19.544,29.95,0.441,12.626,27.588,0.523
592,592,19.541,29.974,0.441,12.657,27.57,0.523
593,593,19.539,30.0,0.441,12.688,27.552,0.523
594,594,19.537,30.026,0.442,12.72,27.534,0.523
595,595,19.535,30.053,0.442,12.753,27.516,0.523
596,596,19.532,30.081,0.443,12.786,27.498,0.523
597,597,19.53,30.11,0.443,12.819,27.48,0.523
598,598,19.528,30.139,0.443,12.853,27.461,0.523
599,599,19.526,30.17,0.444,12.887,27.443,0.522
600,600,19.524,30.201,0.444,12.921,27.424,0.522
601,601,19.522,30.232,0.444,12.956,27.406,0.522
602,602,19.52,30.264,0.445,12.99,27.387,0.522
603,603,19.518,30.297,0.445,13.026,27.368,0.522
604,604,19.517,30.331,0.446,13.061,27.349,0.522
605,605,19.515,30.365,0.446,13.097,27.33,0.522
606,606,19.513,30.4,0.446,13.133,27.311,0.522
607,607,19.511,30.435,0.447,13.169,27.292,0.522
608,608,19.509,30.471,0.447,13.205,27.272,0.522
609,609,19.508,30.507,0.448,13.241,27.253,0.522
610,610,19.506,30.544,0.448,13.278,27.234,0.522
611,611,19.504,30.581,0.449,13.315,27.214,0.522
612,612,19.502,30.619,0.449,13.351,27.195,0.522
613,613,19.501,30.657,0.449,13.388,27.175,0.522
614,614,19.499,30.696,0.45,13.425,27.156,0.522
615,615,19.497,30.735,0.45,13.462,27.136,0.522
616,616,19.496,30.774,0.451,13.499,27.117,0.522
617,617,19.494,30.813,0.451,13.536,27.097,0.522
618,618,19.492,30.853,0.452,13.572,27.077,0.522
619,619,19.49,30.894,0.452,13.609,27.057,0.522
620,620,19.489,30.934,0.453,13.646,27.038,0.521
621,621,19.487,30.975,0.453,13.682,27.018,0.521
622,622,19.485,31.016,0.453,13.719,26.998,0.521
623,623,19.483,31.057,0.454,13.755,26.979,0.521
624,624,19.482,31.098,0.454,13.792,26.959,0.521
625,625,19.48,31.14,0.455,13.828,26.939,0.521
626,626,19.478,31.181,0.455,13.863,26.919,0.521
627,627,19.476,31.223,0.456,13.899,26.9,0.521
628,628,19.474,31.265,0.456,13.934,26.88,0.521
629,629,19.473,31.306,0.457,13.97,26.86,0.521
630,630,19.471,31.348,0.457,14.005,26.841,0.521
631,631,19.469,31.39,0.458,14.039,26.821,0.521
632,632,19.467,31.432,0.458,14.074,26.801,0.521
633,633,19.465,31.474,0.458,14.108,26.782,0.521
634,634,19.463,31.515,0.459,14.141,26.762,0.521
635,635,19.461,31.557,0.459,14.175,26.743,0.521
636,636,19.458,31.598,0.46,14.208,26.723,0.521
637,637,19.456,31.64,0.46,14.24,26.704,0.521
638,638,19.454,31.681,0.461,14.272,26.684,0.521
639,639,19.452,31.722,0.461,14.304,26.665,0.521
640,640,19.449,31.763,0.462,14.336,26.646,0.521
641,641,19.447,31.804,0.462,14.367,26.627,0.521
642,642,19.445,31.844,0.462,14.397,26.608,0.521
643,643,19.442,31.884,0.463,14.427,26.589,0.521
644,644,19.439,31.924,0.463,14.457,26.57,0.521
645,645,19.437,31.964,0.464,14.486,26.551,0.521
646,646,19.434,32.003,0.464,14.514,26.532,0.521
647,647,19.431,32.042,0.465,14.543,26.513,0.521
648,648,19.429,32.081,0.465,14.57,26.494,0.521
649,649,19.426,32.119,0.465,14.597,26.476,0.521
650,650,19.423,32.157,0.466,14.624,26.457,0.521
651,651,19.42,32.195,0.466,14.649,26.439,0.521
652,652,19.417,32.232,0.467,14.675,26.421,0.521
653,653,19.413,32.268,0.467,14.7,26.402,0.521
654,654,19.41,32.305,0.468,14.724,26.384,0.521
655,655,19.407,32.34,0.468,14.747,26.366,0.521
656,656,19.404,32.376,0.468,14.77,26.348,0.521
657,657,19.4,32.41,0.469,14.793,26.331,0.521
658,658,19.396,32.444,0.469,14.814,26.313,0.521
659,659,19.393,32.478,0.47,14.835,26.295,0.521
660,660,19.389,32.511,0.47,14.856,26.278,0.521
661,661,19.385,32.544,0.47,14.876,26.261,0.521
662,662,19.381,32.576,0.471,14.895,26.244,0.521
663,663,19.377,32.607,0.471,14.913,26.226,0.521
664,664,19.373,32.638,0.471,14.931,26.21,0.521
665,665,19.369,32.668,0.472,14.948,26.193,0.521
666,666,19.365,32.697,0.472,14.965,26.176,0.521
667,667,19.36,32.726,0.473,14.981,26.16,0.521
668,668,19.356,32.754,0.473,14.996,26.143,0.521
669,669,19.351,32.781,0.473,15.01,26.127,0.521
670,670,19.347,32.808,0.474,15.024,26.111,0.521
671,671,19.342,32.834,0.474,15.037,26.095,0.521
672,672,19.337,32.859,0.474,15.05,26.079,0.521
673,673,19.332,32.884,0.475,15.061,26.063,0.521
674,674,19.327,32.908,0.475,15.072,26.048,0.521
675,675,19.322,32.931,0.475,15.082,26.032,0.521
676,676,19.316,32.953,0.476,15.092,26.017,0.521
677,677,19.311,32.974,0.476,15.101,26.002,0.521
678,678,19.306,32.995,0.476,15.109,25.987,0.521
679,679,19.3,33.014,0.477,15.116,25.973,0.521
680,680,19.294,33.033,0.477,15.123,25.958,0.521
681,681,19.289,33.051,0.477,15.128,25.944,0.521
682,682,19.283,33.068,0.478,15.134,25.929,0.521
683,683,19.277,33.085,0.478,15.138,25.915,0.521
684,684,19.27,33.1,0.478,15.142,25.901,0.521
685,685,19.264,33.115,0.478,15.145,25.888,0.521
686,686,19.258,33.128,0.479,15.147,25.874,0.521
687,687,19.251,33.141,0.479,15.148,25.861,0.522
688,688,19.245,33.153,0.479,15.149,25.848,0.522
689,689,19.238,33.164,0.479,15.149,25.835,0.522
690,690,19.232,33.173,0.48,15.148,25.822,0.522
691,691,19.225,33.182,0.48,15.147,25.809,0.522
692,692,19.218,33.19,0.48,15.144,25.797,0.522
693,693,19.211,33.197,0.48,15.141,25.784,0.522
694,694,19.203,33.203,0.481,15.138,25.772,0.522
695,695,19.196,33.208,0.481,15.133,25.76,0.522
696,696,19.189,33.212,0.481,15.128,25.749,0.522
697,697,19.181,33.215,0.481,15.122,25.737,0.522
698,698,19.173,33.216,0.481,15.115,25.726,0.522
699,699,19.166,33.217,0.482,15.108,25.714,0.522
700,700,19.158,33.217,0.482,15.1,25.703,0.522
701,701,19.15,33.215,0.482,15.091,25.693,0.522
702,702,19.142,33.213,0.482,15.081,25.682,0.522
703,703,19.134,33.209,0.482,15.07,25.672,0.522
704,704,19.125,33.204,0.483,15.059,25.662,0.522
705,705,19.117,33.199,0.483,15.047,25.652,0.522
706,706,19.109,33.192,0.483,15.035,25.642,0.522
707,707,19.1,33.184,0.483,15.021,25.632,0.522
708,708,19.091,33.174,0.483,15.007,25.623,0.522
709,709,19.082,33.164,0.483,14.992,25.613,0.522
710,710,19.074,33.152,0.483,14.977,25.604,0.522
711,711,19.065,33.139,0.484,14.96,25.596,0.522
712,712,19.055,33.125,0.484,14.943,25.587,0.522
713,713,19.046,33.11,0.484,14.925,25.579,0.522
714,714,19.037,33.094,0.484,14.907,25.57,0.522
715,715,19.028,33.076,0.484,14.888,25.562,0.523
716,716,19.018,33.057,0.484,14.868,25.554,0.523
717,717,19.008,33.037,0.484,14.847,25.547,0.523
718,718,18.999,33.016,0.484,14.825,25.539,0.523
719,719,18.989,32.993,0.484,14.803,25.532,0.523
720,720,18.979,32.969,0.484,14.78,25.525,0.523
721,721,18.969,32.944,0.484,14.757,25.518,0.523
722,722,18.959,32.917,0.484,14.732,25.512,0.523
723,723,18.949,32.89,0.484,14.707,25.505,0.523
724,724,18.939,32.861,0.484,14.681,25.499,0.523
725,725,18.928,32.83,0.484,14.655,25.493,0.523
726,726,18.918,32.798,0.484,14.627,25.487,0.523
727,727,18.908,32.765,0.484,14.599,25.481,0.523
728,728,18.897,32.731,0.484,14.571,25.476,0.523
729,729,18.886,32.695,0.484,14.541,25.471,0.523
730,730,18.876,32.658,0.484,14.511,25.466,0.523
731,731,18.865,32.619,0.484,14.48,25.461,0.523
732,732,18.854,32.58,0.484,14.449,25.456,0.523
733,733,18.843,32.538,0.484,14.417,25.452,0.523
734,734,18.832,32.496,0.484,14.384,25.447,0.523
735,735,18.821,32.452,0.484,14.35,25.443,0.523
736,736,18.809,32.406,0.484,14.315,25.439,0.523
737,737,18.798,32.359,0.484,14.28,25.435,0.523
738,738,18.787,32.311,0.484,14.245,25.432,0.523
739,739,18.776,32.261,0.484,14.208,25.429,0.523
740,740,18.764,32.21,0.484,14.171,25.425,0.523
741,741,18.753,32.158,0.484,14.133,25.422,0.523
742,742,18.741,32.104,0.484,14.095,25.419,0.523
743,743,18.729,32.048,0.484,14.055,25.417,0.523
744,744,18.718,31.992,0.483,14.015,25.414,0.523
745,745,18.706,31.933,0.483,13.975,25.412,0.523
746,746,18.694,31.873,0.483,13.934,25.41,0.523
747,747,18.682,31.812,0.483,13.892,25.408,0.523
748,748,18.67,31.75,0.483,13.849,25.406,0.523
749,749,18.658,31.686,0.483,13.806,25.404,0.523
750,750,18.646,31.62,0.483,13.762,25.403,0.523
751,751,18.634,31.553,0.482,13.717,25.401,0.523
752,752,18.622,31.485,0.482,13.672,25.4,0.523
753,753,18.61,31.415,0.482,13.626,25.399,0.523
754,754,18.598,31.343,0.482,13.58,25.398,0.523
755,755,18.586,31.27,0.482,13.532,25.398,0.523
756,756,18.573,31.196,0.481,13.485,25.397,0.523
757,757,18.561,31.121,0.481,13.436,25.397,0.523
758,758,18.549,31.043,0.481,13.387,25.396,0.523
759,759,18.536,30.965,0.481,13.337,25.396,0.523
760,760,18.524,30.885,0.481,13.287,25.396,0.523
761,761,18.512,30.803,0.48,13.236,25.396,0.523
762,762,18.499,30.72,0.48,13.185,25.396,0.523
763,763,18.487,30.636,0.48,13.133,25.397,0.523
764,764,18.474,30.551,0.48,13.08,25.397,0.523
765,765,18.462,30.463,0.479,13.027,25.398,0.523
766,766,18.449,30.375,0.479,12.973,25.399,0.523
767,767,18.437,30.285,0.479,12.919,25.399,0.523
768,768,18.424,30.194,0.479,12.864,25.4,0.523
769,769,18.412,30.101,0.478,12.808,25.401,0.523
770,770,18.4,30.007,0.478,12.752,25.403,0.523
771,771,18.387,29.912,0.478,12.696,25.404,0.523
772,772,18.375,29.816,0.478,12.639,25.405,0.523
773,773,18.362,29.718,0.477,12.581,25.407,0.523
774,774,18.35,29.619,0.477,12.523,25.408,0.523
775,775,18.337,29.518,0.477,12.465,25.41,0.523
776,776,18.325,29.416,0.476,12.406,25.412,0.523
777,777,18.312,29.313,0.476,12.346,25.413,0.523
778,778,18.3,29.209,0.476,12.286,25.415,0.522
779,779,18.287,29.104,0.475,12.226,25.417,0.522
780,780,18.275,28.997,0.475,12.165,25.419,0.522
781,781,18.263,28.89,0.475,12.104,25.421,0.522
782,782,18.25,28.781,0.474,12.042,25.423,0.522
783,783,18.238,28.671,0.474,11.981,25.425,0.522
784,784,18.226,28.56,0.474,11.918,25.428,0.522
785,785,18.213,28.448,0.473,11.855,25.43,0.522
786,786,18.201,28.335,0.473,11.792,25.432,0.522
787,787,18.189,28.22,0.473,11.729,25.435,0.522
788,788,18.177,28.105,0.472,11.665,25.437,0.522
789,789,18.165,27.989,0.472,11.601,25.439,0.522
790,790,18.153,27.872,0.472,11.537,25.442,0.522
791,791,18.141,27.754,0.471,11.473,25.444,0.522
792,792,18.129,27.636,0.471,11.408,25.447,0.521
793,793,18.117,27.516,0.471,11.343,25.449,0.521
794,794,18.105,27.396,0.47,11.278,25.452,0.521
795,795,18.093,27.274,0.47,11.212,25.454,0.521
796,796,18.082,27.153,0.469,11.147,25.457,0.521
797,797,18.07,27.03,0.469,11.081,25.459,0.521
798,798,18.058,26.907,0.469,11.015,25.462,0.521
799,799,18.047,26.783,0.468,10.949,25.465,0.521
800,800,18.035,26.659,0.468,10.883,25.467,0.521
801,801,18.024,26.534,0.468,10.817,25.47,0.521
802,802,18.013,26.408,0.467,10.751,25.472,0.52
803,803,18.001,26.282,0.467,10.684,25.474,0.52
804,804,17.99,26.156,0.466,10.618,25.477,0.52
805,805,17.979,26.03,0.466,10.552,25.479,0.52
806,806,17.968,25.903,0.466,10.486,25.482,0.52
807,807,17.957,25.775,0.465,10.42,25.484,0.52
808,808,17.947,25.648,0.465,10.354,25.486,0.52
809,809,17.936,25.52,0.465,10.288,25.489,0.52
810,810,17.925,25.392,0.464,10.222,25.491,0.519
811,811,17.915,25.264,0.464,10.156,25.493,0.519
812,812,17.904,25.137,0.463,10.091,25.495,0.519
813,813,17.894,25.009,0.463,10.026,25.497,0.519
814,814,17.884,24.881,0.463,9.961,25.499,0.519
815,815,17.874,24.753,0.462,9.896,25.501,0.519
816,816,17.864,24.625,0.462,9.831,25.503,0.519
817,817,17.854,24.498,0.462,9.767,25.505,0.519
818,818,17.844,24.371,0.461,9.703,25.506,0.518
819,819,17.835,24.244,0.461,9.64,25.508,0.518
820,820,17.825,24.117,0.461,9.577,25.51,0.518
821,821,17.816,23.991,0.46,9.514,25.511,0.518
822,822,17.806,23.865,0.46,9.452,25.512,0.518
823,823,17.797,23.74,0.459,9.39,25.514,0.518
824,824,17.788,23.616,0.459,9.329,25.515,0.518
825,825,17.779,23.492,0.459,9.268,25.516,0.517
826,826,17.771,23.368,0.458,9.208,25.517,0.517
827,827,17.762,23.246,0.458,9.148,25.518,0.517
828,828,17.754,23.124,0.458,9.089,25.519,0.517
829,829,17.745,23.003,0.457,9.03,25.52,0.517
830,830,17.737,22.883,0.457,8.973,25.52,0.517
831,831,17.729,22.764,0.457,8.915,25.521,0.517
832,832,17.721,22.645,0.456,8.859,25.521,0.516
833,833,17.713,22.528,0.456,8.803,25.522,0.516
834,834,17.706,22.412,0.456,8.748,25.522,0.516
835,835,17.698,22.297,0.456,8.694,25.522,0.516
836,836,17.691,22.183,0.455,8.641,25.522,0.516
837,837,17.684,22.07,0.455,8.588,25.522,0.516
838,838,17.677,21.959,0.455,8.536,25.521,0.516
839,839,17.67,21.849,0.454,8.485,25.521,0.515
840,840,17.663,21.741,0.454,8.435,25.521,0.515
841,841,17.657,21.633,0.454,8.386,25.52,0.515
842,842,17.65,21.528,0.454,8.338,25.519,0.515
843,843,17.644,21.423,0.453,8.291,25.519,0.515
844,844,17.638,21.321,0.453,8.245,25.518,0.515
845,845,17.632,21.22,0.453,8.199,25.517,0.515
846,846,17.626,21.12,0.453,8.155,25.515,0.514
847,847,17.621,21.023,0.452,8.112,25.514,0.514
848,848,17.615,20.927,0.452,8.07,25.513,0.514
849,849,17.61,20.832,0.452,8.029,25.511,0.514
850,850,17.605,20.74,0.452,7.989,25.51,0.514
851,851,17.6,20.649,0.451,7.95,25.508,0.514
852,852,17.595,20.561,0.451,7.913,25.506,0.514
853,853,17.591,20.474,0.451,7.876,25.504,0.513
854,854,17.586,20.389,0.451,7.841,25.502,0.513
855,855,17.582,20.306,0.451,7.806,25.5,0.513
856,856,17.578,20.225,0.45,7.773,25.497,0.513
857,857,17.574,20.147,0.45,7.742,25.495,0.513
858,858,17.57,20.07,0.45,7.711,25.492,0.513
859,859,17.567,19.995,0.45,7.682,25.49,0.513
860,860,17.563,19.923,0.45,7.654,25.487,0.512
861,861,17.56,19.852,0.45,7.627,25.484,0.512
862,862,17.557,19.784,0.449,7.601,25.481,0.512
863,863,17.554,19.718,0.449,7.577,25.478,0.512
864,864,17.552,19.654,0.449,7.554,25.475,0.512
865,865,17.549,19.593,0.449,7.532,25.471,0.512
866,866,17.547,19.533,0.449,7.511,25.468,0.512
867,867,17.545,19.476,0.449,7.492,25.464,0.511
868,868,17.543,19.421,0.449,7.474,25.461,0.511
869,869,17.541,19.368,0.449,7.457,25.457,0.511
870,870,17.539,19.318,0.449,7.442,25.453,0.511
871,871,17.538,19.27,0.449,7.428,25.449,0.511
872,872,17.536,19.224,0.448,7.415,25.445,0.511
873,873,17.535,19.181,0.448,7.403,25.441,0.511
874,874,17.534,19.139,0.448,7.393,25.437,0.511
875,875,17.533,19.101,0.448,7.384,25.433,0.51
876,876,17.533,19.064,0.448,7.376,25.428,0.51
877,877,17.532,19.029,0.448,7.369,25.424,0.51
878,878,17.532,18.997,0.448,7.364,25.419,0.51
879,879,17.531,18.968,0.448,7.36,25.415,0.51
880,880,17.531,18.94,0.448,7.357,25.41,0.51
881,881,17.532,18.915,0.448,7.356,25.405,0.51
882,882,17.532,18.891,0.448,7.355,25.4,0.51
883,883,17.532,18.871,0.448,7.356,25.395,0.509
884,884,17.533,18.852,0.448,7.358,25.39,0.509
885,885,17.534,18.835,0.448,7.361,25.385,0.509
886,886,17.535,18.821,0.448,7.366,25.38,0.509
887,887,17.536,18.809,0.448,7.371,25.375,0.509
888,888,17.537,18.799,0.448,7.378,25.37,0.509
889,889,17.538,18.791,0.448,7.385,25.365,0.509
890,890,17.539,18.785,0.448,7.394,25.36,0.509
891,891,17.541,18.781,0.448,7.404,25.354,0.508
892,892,17.543,18.779,0.448,7.415,25.349,0.508
893,893,17.545,18.779,0.448,7.427,25.343,0.508
894,894,17.547,18.781,0.448,7.439,25.338,0.508
895,895,17.549,18.785,0.448,7.453,25.332,0.508
896,896,17.551,18.791,0.448,7.468,25.327,0.508
897,897,17.553,18.799,0.448,7.484,25.321,0.508
898,898,17.556,18.809,0.449,7.501,25.315,0.508
899,899,17.559,18.82,0.449,7.518,25.31,0.508
900,900,17.561,18.833,0.449,7.536,25.304,0.507
901,901,17.564,18.848,0.449,7.556,25.298,0.507
902,902,17.567,18.864,0.449,7.576,25.293,0.507
903,903,17.57,18.882,0.449,7.597,25.287,0.507
904,904,17.573,18.902,0.449,7.618,25.281,0.507
905,905,17.577,18.923,0.449,7.64,25.275,0.507
906,906,17.58,18.946,0.449,7.663,25.269,0.507
907,907,17.583,18.97,0.449,7.687,25.264,0.507
908,908,17.587,18.995,0.449,7.711,25.258,0.507
909,909,17.591,19.022,0.449,7.736,25.252,0.506
910,910,17.594,19.05,0.45,7.761,25.246,0.506
911,911,17.598,19.08,0.45,7.787,25.24,0.506
912,912,17.602,19.111,0.45,7.814,25.234,0.506
913,913,17.606,19.142,0.45,7.841,25.228,0.506
914,914,17.61,19.175,0.45,7.868,25.223,0.506
915,915,17.614,19.209,0.45,7.896,25.217,0.506
916,916,17.618,19.244,0.45,7.924,25.211,0.506
917,917,17.623,19.28,0.45,7.953,25.205,0.506
918,918,17.627,19.317,0.45,7.982,25.199,0.506
919,919,17.631,19.355,0.451,8.011,25.193,0.505
920,920,17.636,19.394,0.451,8.04,25.187,0.505
921,921,17.64,19.433,0.451,8.07,25.182,0.505
922,922,17.645,19.473,0.451,8.1,25.176,0.505
923,923,17.649,19.514,0.451,8.13,25.17,0.505
924,924,17.654,19.556,0.451,8.16,25.164,0.505
925,925,17.658,19.598,0.451,8.191,25.158,0.505
926,926,17.663,19.64,0.451,8.221,25.153,0.505
927,927,17.668,19.683,0.452,8.251,25.147,0.505
928,928,17.672,19.726,0.452,8.282,25.141,0.505
929,929,17.677,19.77,0.452,8.312,25.136,0.504
930,930,17.682,19.814,0.452,8.342,25.13,0.504
931,931,17.687,19.859,0.452,8.373,25.124,0.504
932,932,17.692,19.903,0.452,8.403,25.119,0.504
933,933,17.696,19.948,0.452,8.433,25.113,0.504
934,934,17.701,19.993,0.452,8.463,25.108,0.504
935,935,17.706,20.038,0.452,8.493,25.102,0.504
936,936,17.711,20.083,0.453,8.522,25.097,0.504
937,937,17.716,20.128,0.453,8.551,25.091,0.504
938,938,17.72,20.173,0.453,8.58,25.086,0.504
939,939,17.725,20.218,0.453,8.609,25.08,0.503
940,940,17.73,20.263,0.453,8.637,25.075,0.503
941,941,17.735,20.307,0.453,8.665,25.07,0.503
942,942,17.739,20.351,0.453,8.693,25.065,0.503
943,943,17.744,20.395,0.453,8.72,25.059,0.503
944,944,17.749,20.439,0.453,8.746,25.054,0.503
945,945,17.754,20.482,0.454,8.773,25.049,0.503
946,946,17.758,20.525,0.454,8.798,25.044,0.503
947,947,17.763,20.568,0.454,8.824,25.039,0.503
948,948,17.767,20.61,0.454,8.848,25.034,0.503
949,949,17.772,20.651,0.454,8.872,25.029,0.502
950,950,17.776,20.692,0.454,8.896,25.025,0.502
951,951,17.781,20.732,0.454,8.919,25.02,0.502
952,952,17.785,20.772,0.454,8.941,25.015,0.502
953,953,17.79,20.811,0.454,8.963,25.01,0.502
954,954,17.794,20.849,0.454,8.984,25.006,0.502
955,955,17.798,20.886,0.454,9.004,25.001,0.502
956,956,17.802,20.923,0.454,9.024,24.997,0.502
957,957,17.806,20.959,0.454,9.043,24.992,0.502
958,958,17.81,20.993,0.454,9.061,24.988,0.502
959,959,17.814,21.027,0.455,9.079,24.984,0.501
