id_stratigraphie,id_anneau,id_formation,z_base,z_toit,epaisseur
774,111,M,26.0,36.77,10.77
775,111,C,23.89,26.0,2.11
776,111,A,13.53,23.89,10.35
777,111,K,10.32,13.53,3.22
778,112,R,48.03,51.2,3.17
779,112,L,46.63,48.03,1.4
780,112,S,36.74,46.63,9.89
781,112,M,25.97,36.74,10.77
782,112,C,23.87,25.97,2.1
783,112,A,13.52,23.87,10.35
784,112,K,10.27,13.52,3.25
785,113,R,48.01,51.18,3.17
786,113,L,46.6,48.01,1.41
787,113,S,36.7,46.6,9.9
788,113,M,25.94,36.7,10.76
789,113,C,23.86,25.94,2.08
790,113,A,13.5,23.86,10.35
791,113,K,10.23,13.5,3.28
792,114,R,47.99,51.15,3.16
793,114,L,46.57,47.99,1.42
794,114,S,36.67,46.57,9.9
795,114,M,25.91,36.67,10.76
796,114,C,23.84,25.91,2.07
797,114,A,13.49,23.84,10.35
798,114,K,10.18,13.49,3.31
799,115,R,47.97,51.13,3.16
800,115,L,46.54,47.97,1.43
801,115,S,36.63,46.54,9.9
802,115,M,25.88,36.63,10.75
803,115,C,23.82,25.88,2.06
804,115,A,13.47,23.82,10.35
805,115,K,10.14,13.47,3.33
806,116,R,47.94,51.1,3.16
807,116,L,46.5,47.94,1.44
808,116,S,36.6,46.5,9.91
809,116,M,25.85,36.6,10.75
810,116,C,23.8,25.85,2.05
811,116,A,13.45,23.8,10.35
812,116,K,10.1,13.45,3.35
813,117,R,47.92,51.08,3.16
814,117,L,46.47,47.92,1.45
815,117,S,36.56,46.47,9.91
816,117,M,25.82,36.56,10.75
817,117,C,23.78,25.82,2.04
818,117,A,13.43,23.78,10.35
819,117,K,10.06,13.43,3.37
820,118,R,47.9,51.05,3.15
821,118,L,46.44,47.9,1.46
822,118,S,36.52,46.44,9.91
823,118,M,25.78,36.52,10.74
824,118,C,23.76,25.78,2.03
825,118,A,13.41,23.76,10.35
826,118,K,10.01,13.41,3.39
827,119,R,47.88,51.03,3.15
828,119,L,46.41,47.88,1.47
829,119,S,36.49,46.41,9.92
830,119,M,25.75,36.49,10.74
831,119,C,23.73,25.75,2.02
832,119,A,13.38,23.73,10.35
833,119,K,9.97,13.38,3.41
834,120,R,47.86,51.01,3.15
835,120,L,46.37,47.86,1.48
836,120,S,36.45,46.37,9.92
837,120,M,25.72,36.45,10.74
838,120,C,23.71,25.72,2.01
839,120,A,13.35,23.71,10.35
840,120,K,9.93,13.35,3.42
841,121,R,47.84,50.98,3.15
842,121,L,46.34,47.84,1.5
843,121,S,36.41,46.34,9.93
844,121,M,25.68,36.41,10.73
845,121,C,23.68,25.68,2.0
846,121,A,13.33,23.68,10.36
847,121,K,9.89,13.33,3.43
848,122,R,47.81,50.96,3.15
849,122,L,46.31,47.81,1.51
850,122,S,36.38,46.31,9.93
851,122,M,25.65,36.38,10.73
852,122,C,23.66,25.65,1.99
853,122,A,13.3,23.66,10.36
854,122,K,9.85,13.3,3.44
855,123,R,47.79,50.94,3.15
856,123,L,46.27,47.79,1.52
857,123,S,36.34,46.27,9.94
858,123,M,25.61,36.34,10.73
859,123,C,23.63,25.61,1.98
860,123,A,13.26,23.63,10.36
861,123,K,9.81,13.26,3.45
862,124,R,47.77,50.92,3.14
863,124,L,46.24,47.77,1.53
864,124,S,36.3,46.24,9.94
865,124,M,25.57,36.3,10.73
866,124,C,23.6,25.57,1.98
867,124,A,13.23,23.6,10.37
868,124,K,9.78,13.23,3.46
869,125,R,47.75,50.89,3.14
870,125,L,46.21,47.75,1.54
871,125,S,36.26,46.21,9.95
872,125,M,25.54,36.26,10.73
873,125,C,23.57,25.54,1.97
874,125,A,13.2,23.57,10.37
875,125,K,9.74,13.2,3.46
876,126,R,47.73,50.87,3.14
877,126,L,46.17,47.73,1.55
878,126,S,36.22,46.17,9.95
879,126,M,25.5,36.22,10.72
880,126,C,23.53,25.5,1.96
881,126,A,13.16,23.53,10.37
882,126,K,9.7,13.16,3.46
883,127,R,47.71,50.85,3.14
884,127,L,46.14,47.71,1.57
885,127,S,36.18,46.14,9.96
886,127,M,25.46,36.18,10.72
887,127,C,23.5,25.46,1.96
888,127,A,13.12,23.5,10.38
889,127,K,9.67,13.12,3.46
890,128,R,47.69,50.83,3.14
891,128,L,46.11,47.69,1.58
892,128,S,36.15,46.11,9.96
893,128,M,25.42,36.15,10.72
894,128,C,23.47,25.42,1.95
895,128,A,13.08,23.47,10.38
896,128,K,9.63,13.08,3.45
897,129,R,47.67,50.81,3.14
898,129,L,46.07,47.67,1.59
899,129,S,36.11,46.07,9.97
900,129,M,25.38,36.11,10.72
901,129,C,23.43,25.38,1.95
902,129,A,13.04,23.43,10.39
903,129,K,9.6,13.04,3.45
904,130,R,47.65,50.79,3.14
905,130,L,46.04,47.65,1.61
906,130,S,36.07,46.04,9.97
907,130,M,25.34,36.07,10.72
908,130,C,23.4,25.34,1.95
909,130,A,13.0,23.4,10.39
910,130,K,9.56,13.0,3.44
911,131,R,47.63,50.77,3.14
912,131,L,46.01,47.63,1.62
913,131,S,36.03,46.01,9.98
914,131,M,25.3,36.03,10.72
915,131,C,23.36,25.3,1.95
916,131,A,12.96,23.36,10.4
917,131,K,9.53,12.96,3.43
918,132,R,47.6,50.75,3.14
919,132,L,45.97,47.6,1.63
920,132,S,35.99,45.97,9.99
921,132,M,25.26,35.99,10.72
922,132,C,23.32,25.26,1.94
923,132,A,12.91,23.32,10.41
924,132,K,9.49,12.91,3.42
925,133,R,47.58,50.73,3.14
926,133,L,45.94,47.58,1.65
927,133,S,35.95,45.94,9.99
928,133,M,25.22,35.95,10.72
929,133,C,23.28,25.22,1.94
930,133,A,12.87,23.28,10.41
931,133,K,9.46,12.87,3.4
932,134,R,47.56,50.71,3.14
933,134,L,45.91,47.56,1.66
934,134,S,35.91,45.91,10.0
935,134,M,25.18,35.91,10.72
936,134,C,23.24,25.18,1.94
937,134,A,12.82,23.24,10.42
938,134,K,9.43,12.82,3.39
939,135,R,47.55,50.69,3.15
940,135,L,45.87,47.55,1.67
941,135,S,35.87,45.87,10.01
942,135,M,25.14,35.87,10.73
943,135,C,23.2,25.14,1.94
944,135,A,12.77,23.2,10.43
945,135,K,9.4,12.77,3.37
946,136,R,47.53,50.67,3.15
947,136,L,45.84,47.53,1.69
948,136,S,35.83,45.84,10.01
949,136,M,25.1,35.83,10.73
950,136,C,23.16,25.1,1.94
951,136,A,12.72,23.16,10.44
952,136,K,9.37,12.72,3.35
953,137,R,47.51,50.65,3.15
954,137,L,45.81,47.51,1.7
955,137,S,35.79,45.81,10.02
956,137,M,25.06,35.79,10.73
957,137,C,23.11,25.06,1.94
958,137,A,12.67,23.11,10.45
959,137,K,9.34,12.67,3.33
960,138,R,47.49,50.64,3.15
961,138,L,45.77,47.49,1.71
962,138,S,35.75,45.77,10.03
963,138,M,25.02,35.75,10.73
964,138,C,23.07,25.02,1.95
965,138,A,12.61,23.07,10.46
966,138,K,9.31,12.61,3.3
967,139,R,47.47,50.62,3.15
968,139,L,45.74,47.47,1.73
969,139,S,35.71,45.74,10.03
970,139,M,24.97,35.71,10.73
971,139,C,23.03,24.97,1.95
972,139,A,12.56,23.03,10.47
973,139,K,9.28,12.56,3.28
974,140,R,47.45,50.6,3.15
975,140,L,45.71,47.45,1.74
976,140,S,35.67,45.71,10.04
977,140,M,24.93,35.67,10.73
978,140,C,22.98,24.93,1.95
979,140,A,12.5,22.98,10.48
980,140,K,9.26,12.5,3.25
981,141,R,47.43,50.59,3.15
982,141,L,45.67,47.43,1.76
983,141,S,35.62,45.67,10.05
984,141,M,24.89,35.62,10.74
985,141,C,22.93,24.89,1.95
986,141,A,12.45,22.93,10.49
987,141,K,9.23,12.45,3.22
988,142,R,47.41,50.57,3.16
989,142,L,45.64,47.41,1.77
990,142,S,35.58,45.64,10.06
991,142,M,24.85,35.58,10.74
992,142,C,22.89,24.85,1.96
993,142,A,12.39,22.89,10.5
994,142,K,9.2,12.39,3.19
995,143,R,47.39,50.55,3.16
996,143,L,45.61,47.39,1.79
997,143,S,35.54,45.61,10.06
998,143,M,24.8,35.54,10.74
999,143,C,22.84,24.8,1.96
1000,143,A,12.33,22.84,10.51
1001,143,K,9.18,12.33,3.15
1002,144,R,47.38,50.54,3.16
1003,144,L,45.57,47.38,1.8
1004,144,S,35.5,45.57,10.07
1005,144,M,24.76,35.5,10.74
1006,144,C,22.79,24.76,1.97
1007,144,A,12.27,22.79,10.52
1008,144,K,9.15,12.27,3.12
1009,145,R,47.36,50.52,3.17
1010,145,L,45.54,47.36,1.82
1011,145,S,35.46,45.54,10.08
1012,145,M,24.72,35.46,10.75
1013,145,C,22.74,24.72,1.97
1014,145,A,12.21,22.74,10.53
1015,145,K,9.13,12.21,3.08
1016,146,R,47.34,50.51,3.17
1017,146,L,45.51,47.34,1.83
1018,146,S,35.42,45.51,10.09
1019,146,M,24.67,35.42,10.75
1020,146,C,22.69,24.67,1.98
1021,146,A,12.15,22.69,10.55
1022,146,K,9.11,12.15,3.04
1023,147,R,47.32,50.5,3.17
1024,147,L,45.48,47.32,1.85
1025,147,S,35.38,45.48,10.09
1026,147,M,24.63,35.38,10.75
1027,147,C,22.64,24.63,1.99
1028,147,A,12.08,22.64,10.56
1029,147,K,9.08,12.08,3.0
1030,148,R,47.31,50.48,3.17
1031,148,L,45.44,47.31,1.86
1032,148,S,35.34,45.44,10.1
1033,148,M,24.59,35.34,10.76
1034,148,C,22.59,24.59,1.99
1035,148,A,12.02,22.59,10.57
1036,148,K,9.02,12.02,3.0
1037,149,R,47.29,50.47,3.18
1038,149,L,45.41,47.29,1.88
1039,149,S,35.3,45.41,10.11
1040,149,M,24.54,35.3,10.76
1041,149,C,22.54,24.54,2.0
1042,149,A,11.96,22.54,10.59
1043,149,K,8.96,11.96,3.0
1044,150,R,47.28,50.46,3.18
1045,150,L,45.38,47.28,1.89
1046,150,S,35.26,45.38,10.12
1047,150,M,24.5,35.26,10.76
1048,150,C,22.49,24.5,2.01
1049,150,A,11.89,22.49,10.6
1050,150,K,8.89,11.89,3.0
1051,151,R,47.26,50.45,3.19
1052,151,L,45.35,47.26,1.91
1053,151,S,35.22,45.35,10.13
1054,151,M,24.46,35.22,10.77
1055,151,C,22.44,24.46,2.02
1056,151,A,11.82,22.44,10.61
1057,151,K,8.82,11.82,3.0
1058,152,R,47.24,50.43,3.19
1059,152,L,45.32,47.24,1.93
1060,152,S,35.18,45.32,10.13
1061,152,M,24.42,35.18,10.77
1062,152,C,22.39,24.42,2.03
1063,152,A,11.76,22.39,10.63
1064,152,K,8.76,11.76,3.0
1065,153,R,47.23,50.42,3.19
1066,153,L,45.29,47.23,1.94
1067,153,S,35.15,45.29,10.14
1068,153,M,24.37,35.15,10.77
1069,153,C,22.33,24.37,2.04
1070,153,A,11.69,22.33,10.65
1071,153,K,8.69,11.69,3.0
1072,154,R,47.21,50.41,3.2
1073,154,L,45.26,47.21,1.96
1074,154,S,35.11,45.26,10.15
1075,154,M,24.33,35.11,10.78
1076,154,C,22.28,24.33,2.05
1077,154,A,11.62,22.28,10.66
1078,154,K,8.62,11.62,3.0
1079,155,R,47.2,50.4,3.2
1080,155,L,45.22,47.2,1.97
1081,155,S,35.07,45.22,10.16
1082,155,M,24.29,35.07,10.78
1083,155,C,22.23,24.29,2.06
1084,155,A,11.55,22.23,10.68
1085,155,K,8.55,11.55,3.0
1086,156,R,47.18,50.39,3.21
1087,156,L,45.19,47.18,1.99
1088,156,S,35.03,45.19,10.16
1089,156,M,24.25,35.03,10.78
1090,156,C,22.17,24.25,2.07
1091,156,A,11.48,22.17,10.69
1092,156,K,8.48,11.48,3.0
1093,157,R,47.17,50.38,3.21
1094,157,L,45.16,47.17,2.01
1095,157,S,34.99,45.16,10.17
1096,157,M,24.2,34.99,10.79
1097,157,C,22.12,24.2,2.09
1098,157,A,11.41,22.12,10.71
1099,157,K,8.41,11.41,3.0
1100,158,R,47.16,50.37,3.22
1101,158,L,45.13,47.16,2.02
1102,158,S,34.95,45.13,10.18
1103,158,M,24.16,34.95,10.79
1104,158,C,22.06,24.16,2.1
1105,158,A,11.33,22.06,10.73
1106,158,K,8.33,11.33,3.0
1107,159,R,47.14,50.37,3.22
1108,159,L,45.1,47.14,2.04
1109,159,S,34.92,45.1,10.19
1110,159,M,24.12,34.92,10.8
1111,159,C,22.01,24.12,2.11
1112,159,A,11.26,22.01,10.75
1113,159,K,8.26,11.26,3.0
1114,160,R,47.13,50.36,3.23
1115,160,L,45.07,47.13,2.05
1116,160,S,34.88,45.07,10.2
1117,160,M,24.08,34.88,10.8
1118,160,C,21.95,24.08,2.13
1119,160,A,11.19,21.95,10.76
1120,160,K,8.19,11.19,3.0
1121,161,R,47.12,50.35,3.24
1122,161,L,45.05,47.12,2.07
1123,161,S,34.84,45.05,10.2
1124,161,M,24.04,34.84,10.8
1125,161,C,21.9,24.04,2.14
1126,161,A,11.12,21.9,10.78
1127,161,K,8.12,11.12,3.0
1128,162,R,47.1,50.34,3.24
1129,162,L,45.02,47.1,2.09
1130,162,S,34.8,45.02,10.21
1131,162,M,24.0,34.8,10.81
1132,162,C,21.84,24.0,2.15
1133,162,A,11.04,21.84,10.8
1134,162,K,8.04,11.04,3.0
1135,163,R,47.09,50.34,3.25
1136,163,L,44.99,47.09,2.1
1137,163,S,34.77,44.99,10.22
1138,163,M,23.96,34.77,10.81
1139,163,C,21.79,23.96,2.17
1140,163,A,10.97,21.79,10.82
1141,163,K,7.97,10.97,3.0
1142,164,R,47.08,50.33,3.25
1143,164,L,44.96,47.08,2.12
1144,164,S,34.73,44.96,10.23
1145,164,M,23.92,34.73,10.82
1146,164,C,21.73,23.92,2.19
1147,164,A,10.89,21.73,10.84
1148,164,K,7.89,10.89,3.0
1149,165,R,47.07,50.33,3.26
1150,165,L,44.93,47.07,2.14
1151,165,S,34.7,44.93,10.23
1152,165,M,23.88,34.7,10.82
1153,165,C,21.68,23.88,2.2
1154,165,A,10.82,21.68,10.86
1155,165,K,7.82,10.82,3.0
1156,166,R,47.06,50.32,3.27
1157,166,L,44.9,47.06,2.15
1158,166,S,34.66,44.9,10.24
1159,166,M,23.84,34.66,10.82
1160,166,C,21.62,23.84,2.22
1161,166,A,10.74,21.62,10.88
1162,166,K,7.74,10.74,3.0
1163,167,R,47.04,50.32,3.27
1164,167,L,44.88,47.04,2.17
1165,167,S,34.63,44.88,10.25
1166,167,M,23.8,34.63,10.83
1167,167,C,21.57,23.8,2.23
1168,167,A,10.67,21.57,10.9
1169,167,K,7.67,10.67,3.0
1170,168,R,47.03,50.31,3.28
1171,168,L,44.85,47.03,2.18
1172,168,S,34.59,44.85,10.26
1173,168,M,23.76,34.59,10.83
1174,168,C,21.51,23.76,2.25
1175,168,A,10.59,21.51,10.92
1176,168,K,7.59,10.59,3.0
1177,169,R,47.02,50.31,3.29
1178,169,L,44.82,47.02,2.2
1179,169,S,34.56,44.82,10.26
1180,169,M,23.73,34.56,10.83
1181,169,C,21.46,23.73,2.27
1182,169,A,10.51,21.46,10.94
1183,169,K,7.51,10.51,3.0
1184,170,R,47.01,50.31,3.29
1185,170,L,44.8,47.01,2.22
1186,170,S,34.53,44.8,10.27
1187,170,M,23.69,34.53,10.84
1188,170,C,21.4,23.69,2.29
1189,170,A,10.44,21.4,10.96
1190,170,K,7.44,10.44,3.0
1191,171,R,47.0,50.31,3.3
1192,171,L,44.77,47.0,2.23
1193,171,S,34.49,44.77,10.28
1194,171,M,23.65,34.49,10.84
1195,171,C,21.35,23.65,2.31
1196,171,A,10.36,21.35,10.99
1197,171,K,7.36,10.36,3.0
1198,172,R,47.0,50.3,3.31
1199,172,L,44.75,47.0,2.25
1200,172,S,34.46,44.75,10.29
1201,172,M,23.62,34.46,10.84
1202,172,C,21.29,23.62,2.32
1203,172,A,10.28,21.29,11.01
1204,172,K,7.28,10.28,3.0
1205,173,R,46.99,50.3,3.32
1206,173,L,44.72,46.99,2.27
1207,173,S,34.43,44.72,10.29
1208,173,M,23.58,34.43,10.85
1209,173,C,21.24,23.58,2.34
1210,173,A,10.21,21.24,11.03
1211,173,K,7.21,10.21,3.0
1212,174,R,46.98,50.3,3.32
1213,174,L,44.7,46.98,2.28
1214,174,S,34.4,44.7,10.3
1215,174,M,23.55,34.4,10.85
1216,174,C,21.18,23.55,2.36
1217,174,A,10.13,21.18,11.05
1218,174,K,7.13,10.13,3.0
1219,175,R,46.97,50.3,3.33
1220,175,L,44.67,46.97,2.3
1221,175,S,34.37,44.67,10.31
1222,175,M,23.51,34.37,10.85
1223,175,C,21.13,23.51,2.38
1224,175,A,10.05,21.13,11.08
1225,175,K,7.05,10.05,3.0
1226,176,R,46.96,50.3,3.34
1227,176,L,44.65,46.96,2.31
1228,176,S,34.34,44.65,10.31
1229,176,M,23.48,34.34,10.86
1230,176,C,21.08,23.48,2.4
1231,176,A,9.98,21.08,11.1
1232,176,K,6.98,9.98,3.0
1233,177,R,46.96,50.3,3.35
1234,177,L,44.62,46.96,2.33
1235,177,S,34.31,44.62,10.32
1236,177,M,23.44,34.31,10.86
1237,177,C,21.02,23.44,2.42
1238,177,A,9.9,21.02,11.12
1239,177,K,6.9,9.9,3.0
1240,178,R,46.95,50.3,3.36
1241,178,L,44.6,46.95,2.35
1242,178,S,34.28,44.6,10.33
1243,178,M,23.41,34.28,10.86
1244,178,C,20.97,23.41,2.44
1245,178,A,9.82,20.97,11.15
1246,178,K,6.82,9.82,3.0
1247,179,R,46.94,50.31,3.36
1248,179,L,44.58,46.94,2.36
1249,179,S,34.25,44.58,10.33
1250,179,M,23.38,34.25,10.87
1251,179,C,20.92,23.38,2.46
1252,179,A,9.75,20.92,11.17
1253,179,K,6.75,9.75,3.0
1254,180,R,46.94,50.31,3.37
1255,180,L,44.56,46.94,2.38
1256,180,S,34.22,44.56,10.34
1257,180,M,23.35,34.22,10.87
1258,180,C,20.86,23.35,2.49
1259,180,A,9.67,20.86,11.19
1260,180,K,6.67,9.67,3.0
1261,181,R,46.93,50.31,3.38
1262,181,L,44.53,46.93,2.39
1263,181,S,34.19,44.53,10.34
1264,181,M,23.32,34.19,10.87
1265,181,C,20.81,23.32,2.51
1266,181,A,9.59,20.81,11.22
1267,181,K,6.59,9.59,3.0
1268,182,R,46.92,50.31,3.39
1269,182,L,44.51,46.92,2.41
1270,182,S,34.16,44.51,10.35
1271,182,M,23.29,34.16,10.87
1272,182,C,20.76,23.29,2.53
1273,182,A,9.52,20.76,11.24
1274,182,K,6.52,9.52,3.0
1275,183,R,46.92,50.32,3.4
1276,183,L,44.49,46.92,2.43
1277,183,S,34.14,44.49,10.35
1278,183,M,23.26,34.14,10.88
1279,183,C,20.71,23.26,2.55
1280,183,A,9.44,20.71,11.27
1281,183,K,6.44,9.44,3.0
1282,184,R,46.91,50.32,3.41
1283,184,L,44.47,46.91,2.44
1284,184,S,34.11,44.47,10.36
1285,184,M,23.23,34.11,10.88
1286,184,C,20.66,23.23,2.57
1287,184,A,9.37,20.66,11.29
1288,184,K,6.37,9.37,3.0
1289,185,R,46.91,50.33,3.42
1290,185,L,44.45,46.91,2.46
1291,185,S,34.09,44.45,10.36
1292,185,M,23.21,34.09,10.88
1293,185,C,20.61,23.21,2.6
1294,185,A,9.29,20.61,11.32
1295,185,K,6.29,9.29,3.0
1296,186,R,46.91,50.33,3.43
1297,186,L,44.43,46.91,2.47
1298,186,S,34.06,44.43,10.37
1299,186,M,23.18,34.06,10.88
1300,186,C,20.56,23.18,2.62
1301,186,A,9.22,20.56,11.34
1302,186,K,6.22,9.22,3.0
1303,187,R,46.9,50.34,3.44
1304,187,L,44.41,46.9,2.49
1305,187,S,34.04,44.41,10.37
1306,187,M,23.16,34.04,10.88
1307,187,C,20.51,23.16,2.64
1308,187,A,9.15,20.51,11.37
1309,187,K,6.15,9.15,3.0
1310,188,R,46.9,50.34,3.45
1311,188,L,44.39,46.9,2.5
1312,188,S,34.02,44.39,10.38
1313,188,M,23.13,34.02,10.88
1314,188,C,20.47,23.13,2.67
1315,188,A,9.07,20.47,11.4
1316,188,K,6.07,9.07,3.0
1317,189,R,46.9,50.35,3.46
1318,189,L,44.38,46.9,2.52
1319,189,S,33.99,44.38,10.38
1320,189,M,23.11,33.99,10.88
1321,189,C,20.42,23.11,2.69
1322,189,A,9.0,20.42,11.42
1323,189,K,6.0,9.0,3.0
1324,190,R,46.89,50.36,3.46
1325,190,L,44.36,46.89,2.53
1326,190,S,33.97,44.36,10.39
1327,190,M,23.09,33.97,10.89
1328,190,C,20.37,23.09,2.71
1329,190,A,8.93,20.37,11.45
1330,190,K,5.93,8.93,3.0
1331,191,R,46.89,50.37,3.47
1332,191,L,44.34,46.89,2.55
1333,191,S,33.95,44.34,10.39
1334,191,M,23.06,33.95,10.89
1335,191,C,20.33,23.06,2.74
1336,191,A,8.85,20.33,11.47
1337,191,K,5.85,8.85,3.0
1338,192,R,46.89,50.37,3.48
1339,192,L,44.32,46.89,2.56
1340,192,S,33.93,44.32,10.39
1341,192,M,23.04,33.93,10.89
1342,192,C,20.28,23.04,2.76
1343,192,A,8.78,20.28,11.5
1344,192,K,5.78,8.78,3.0
1345,193,R,46.89,50.38,3.49
1346,193,L,44.31,46.89,2.58
1347,193,S,33.91,44.31,10.4
1348,193,M,23.02,33.91,10.89
1349,193,C,20.24,23.02,2.78
1350,193,A,8.71,20.24,11.53
1351,193,K,5.71,8.71,3.0
1352,194,R,46.89,50.39,3.5
1353,194,L,44.29,46.89,2.59
1354,194,S,33.89,44.29,10.4
1355,194,M,23.0,33.89,10.89
1356,194,C,20.2,23.0,2.81
1357,194,A,8.64,20.2,11.55
1358,194,K,5.64,8.64,3.0
1359,195,R,46.89,50.4,3.51
1360,195,L,44.28,46.89,2.61
1361,195,S,33.87,44.28,10.4
1362,195,M,22.99,33.87,10.89
1363,195,C,20.15,22.99,2.83
1364,195,A,8.57,20.15,11.58
1365,195,K,5.57,8.57,3.0
1366,196,R,46.89,50.41,3.52
1367,196,L,44.26,46.89,2.62
1368,196,S,33.86,44.26,10.41
1369,196,M,22.97,33.86,10.89
1370,196,C,20.11,22.97,2.86
1371,196,A,8.51,20.11,11.61
1372,196,K,5.51,8.51,3.0
1373,197,R,46.89,50.42,3.53
1374,197,L,44.25,46.89,2.64
1375,197,S,33.84,44.25,10.41
1376,197,M,22.95,33.84,10.89
1377,197,C,20.07,22.95,2.88
1378,197,A,8.44,20.07,11.64
1379,197,K,5.44,8.44,3.0
1380,198,R,46.89,50.43,3.54
1381,198,L,44.23,46.89,2.65
1382,198,S,33.82,44.23,10.41
1383,198,M,22.94,33.82,10.89
1384,198,C,20.03,22.94,2.9
1385,198,A,8.37,20.03,11.66
1386,198,K,5.37,8.37,3.0
1387,199,R,46.89,50.44,3.56
1388,199,L,44.22,46.89,2.67
1389,199,S,33.81,44.22,10.41
1390,199,M,22.92,33.81,10.88
1391,199,C,19.99,22.92,2.93
1392,199,A,8.3,19.99,11.69
1393,199,K,5.3,8.3,3.0
1394,200,R,46.89,50.45,3.57
1395,200,L,44.21,46.89,2.68
1396,200,S,33.79,44.21,10.42
1397,200,M,22.91,33.79,10.88
1398,200,C,19.96,22.91,2.95
1399,200,A,8.24,19.96,11.72
1400,200,K,5.24,8.24,3.0
1401,201,R,46.89,50.46,3.58
1402,201,L,44.2,46.89,2.69
1403,201,S,33.78,44.2,10.42
1404,201,M,22.9,33.78,10.88
1405,201,C,19.92,22.9,2.98
1406,201,A,8.18,19.92,11.74
1407,201,K,5.18,8.18,3.0
1408,202,R,46.89,50.48,3.59
1409,202,L,44.18,46.89,2.71
1410,202,S,33.77,44.18,10.42
1411,202,M,22.89,33.77,10.88
1412,202,C,19.88,22.89,3.0
1413,202,A,8.11,19.88,11.77
1414,202,K,5.11,8.11,3.0
1415,203,R,46.89,50.49,3.6
1416,203,L,44.17,46.89,2.72
1417,203,S,33.75,44.17,10.42
1418,203,M,22.88,33.75,10.88
1419,203,C,19.85,22.88,3.03
1420,203,A,8.05,19.85,11.8
1421,203,K,5.05,8.05,3.0
1422,204,R,46.9,50.5,3.61
1423,204,L,44.16,46.9,2.73
1424,204,S,33.74,44.16,10.42
1425,204,M,22.87,33.74,10.87
1426,204,C,19.82,22.87,3.05
1427,204,A,7.99,19.82,11.83
1428,204,K,4.99,7.99,3.0
1429,205,R,46.9,50.52,3.62
1430,205,L,44.15,46.9,2.75
1431,205,S,33.73,44.15,10.42
1432,205,M,22.86,33.73,10.87
1433,205,C,19.78,22.86,3.08
1434,205,A,7.93,19.78,11.86
1435,205,K,4.93,7.93,3.0
1436,206,R,46.9,50.53,3.63
1437,206,L,44.14,46.9,2.76
1438,206,S,33.72,44.14,10.42
1439,206,M,22.85,33.72,10.87
1440,206,C,19.75,22.85,3.1
1441,206,A,7.87,19.75,11.88
1442,206,K,4.87,7.87,3.0
1443,207,R,46.9,50.54,3.64
1444,207,L,44.13,46.9,2.77
1445,207,S,33.71,44.13,10.42
1446,207,M,22.85,33.71,10.87
1447,207,C,19.72,22.85,3.13
1448,207,A,7.81,19.72,11.91
1449,207,K,4.81,7.81,3.0
1450,208,R,46.91,50.56,3.65
1451,208,L,44.12,46.91,2.78
1452,208,S,33.7,44.12,10.42
1453,208,M,22.84,33.7,10.86
1454,208,C,19.69,22.84,3.15
1455,208,A,7.75,19.69,11.94
1456,208,K,4.75,7.75,3.0
1457,209,R,46.91,50.57,3.66
1458,209,L,44.12,46.91,2.8
1459,209,S,33.7,44.12,10.42
1460,209,M,22.84,33.7,10.86
1461,209,C,19.66,22.84,3.17
1462,209,A,7.7,19.66,11.97
1463,209,K,4.7,7.7,3.0
1464,210,R,46.92,50.59,3.67
1465,210,L,44.11,46.92,2.81
1466,210,S,33.69,44.11,10.42
1467,210,M,22.83,33.69,10.85
1468,210,C,19.64,22.83,3.2
1469,210,A,7.64,19.64,11.99
1470,210,K,4.64,7.64,3.0
1471,211,R,46.92,50.6,3.68
1472,211,L,44.1,46.92,2.82
1473,211,S,33.68,44.1,10.42
1474,211,M,22.83,33.68,10.85
1475,211,C,19.61,22.83,3.22
1476,211,A,7.59,19.61,12.02
1477,211,K,4.59,7.59,3.0
1478,212,R,46.93,50.62,3.69
1479,212,L,44.09,46.93,2.83
1480,212,S,33.68,44.09,10.42
1481,212,M,22.83,33.68,10.85
1482,212,C,19.59,22.83,3.25
1483,212,A,7.54,19.59,12.05
1484,212,K,4.54,7.54,3.0
1485,213,R,46.93,50.64,3.7
1486,213,L,44.09,46.93,2.84
1487,213,S,33.67,44.09,10.41
1488,213,M,22.83,33.67,10.84
1489,213,C,19.56,22.83,3.27
1490,213,A,7.48,19.56,12.08
1491,213,K,4.48,7.48,3.0
1492,214,R,46.94,50.65,3.72
1493,214,L,44.08,46.94,2.86
1494,214,S,33.67,44.08,10.41
1495,214,M,22.83,33.67,10.83
1496,214,C,19.54,22.83,3.3
1497,214,A,7.43,19.54,12.1
1498,214,K,4.43,7.43,3.0
1499,215,R,46.94,50.67,3.73
1500,215,L,44.08,46.94,2.87
1501,215,S,33.67,44.08,10.41
1502,215,M,22.84,33.67,10.83
1503,215,C,19.52,22.84,3.32
1504,215,A,7.39,19.52,12.13
1505,215,K,4.39,7.39,3.0
1506,216,R,46.95,50.69,3.74
1507,216,L,44.07,46.95,2.88
1508,216,S,33.66,44.07,10.41
1509,216,M,22.84,33.66,10.82
1510,216,C,19.5,22.84,3.34
1511,216,A,7.34,19.5,12.16
1512,216,K,4.34,7.34,3.0
1513,217,R,46.96,50.7,3.75
1514,217,L,44.07,46.96,2.89
1515,217,S,33.66,44.07,10.4
1516,217,M,22.85,33.66,10.82
1517,217,C,19.48,22.85,3.37
1518,217,A,7.29,19.48,12.19
1519,217,K,4.29,7.29,3.0
